140.45 -210.06 -1609.02 699.44 0.0 30886.0 0.0 -439.14 70.56 -139.66 -5902.39 1077.87 0.0 2909
140.45 -212.96 -1608.56 698.49 0.0 30886.0 0.0 -439.12 70.67 -145.93 -5902.39 1077.87 0.0 2906
140.46 -215.86 -1608.09 697.51 0.0 30886.0 0.0 -439.11 70.78 -152.2 -5902.39 1077.87 0.0 2906
140.46 -218.27 -1607.7 696.66 0.0 30886.0 0.0 -439.1 70.86 -157.43 -5902.39 1077.87 0.0 2906
140.47 -220.69 -1607.31 695.78 0.0 30886.0 0.0 -439.08 70.96 -162.66 -5902.39 1077.87 0.0 2906
140.47 -223.1 -1606.92 694.87 0.0 30886.0 0.0 -439.07 71.04 -167.89 -5902.39 1077.87 0.0 2906
140.48 -225.52 -1606.53 693.93 0.0 30886.0 0.0 -439.06 71.14 -173.11 -5902.39 1077.87 0.0 2906
140.48 -227.45 -1606.22 693.16 0.0 30886.0 0.0 -439.05 71.19 -177.29 -5902.39 1077.87 0.0 2906
140.49 -229.86 -1605.82 692.17 0.0 30886.0 0.0 -439.04 71.26 -182.51 -5902.39 1077.87 0.0 2906
140.5 -232.28 -1605.43 691.15 0.0 30886.0 0.0 -439.03 71.32 -187.74 -5902.39 1077.87 0.0 2906
140.5 -234.69 -1605.04 690.11 0.0 30886.0 0.0 -439.02 71.39 -192.96 -5902.39 1077.87 0.0 2906
140.51 -236.62 -1604.72 689.25 0.0 30886.0 0.0 -439.01 71.43 -197.14 -5902.39 1077.87 0.0 2906
140.51 -239.04 -1604.33 688.15 0.0 30886.0 0.0 -439.0 71.5 -202.37 -5902.39 1077.87 0.0 2906
140.52 -241.43 -1603.94 690.3 0.0 30886.0 0.0 -434.21 71.13 0.0 -5902.39 1077.87 0.0 2906
140.52 -243.81 -1603.55 692.45 0.0 30886.0 0.0 -434.12 71.67 0.0 -5902.39 1077.87 0.0 2906
140.53 -246.2 -1603.15 693.22 0.0 30886.0 0.0 -434.04 72.18 0.0 -5902.39 1077.87 0.0 2906
140.53 -248.11 -1602.83 693.22 0.0 31039.0 0.0 -433.98 72.55 0.0 -5902.39 1077.87 0.0 2906
140.54 -250.5 -1602.43 693.22 0.0 31039.0 0.0 -433.9 73.0 0.0 -5917.47 991.75 0.0 2906
140.55 -255.27 -1601.63 693.22 0.0 31039.0 0.0 -433.91 72.96 0.0 -5917.47 991.75 0.0 2906
140.55 -257.66 -1601.22 693.22 0.0 31384.0 0.0 -433.91 72.95 0.0 -5917.47 991.75 0.0 2906
140.56 -259.57 -1600.9 693.22 0.0 31815.0 0.0 -433.91 72.94 0.0 -5947.26 793.8 0.0 2906
140.56 -261.95 -1600.51 693.22 0.0 31815.0 0.0 -434.08 71.93 0.0 -5974.82 549.16 0.0 2906
140.57 -263.86 -1600.2 693.22 0.0 31815.0 0.0 -434.36 70.22 0.0 -5974.82 549.16 0.0 2906
140.57 -265.78 -1599.9 693.22 0.0 31815.0 0.0 -434.62 68.58 0.0 -6523.98 -5425.65 0.0 2906
140.58 -268.18 -1599.65 693.22 0.0 32198.0 0.0 -437.61 45.83 0.0 -6523.97 -5425.57 0.0 2906
140.58 -270.11 -1599.52 693.22 0.0 32581.0 0.0 -439.08 28.44 0.0 -6319.85 -5662.05 0.0 2906
140.59 -272.05 -1599.47 693.22 0.0 32581.0 0.0 -439.86 11.04 0.0 -6107.16 -5890.83 0.0 2906
140.59 -273.99 -1599.5 693.22 0.0 32581.0 0.0 -439.95 -6.33 0.0 -6107.16 -5890.83 0.0 2906
140.6 -275.92 -1599.6 693.22 0.0 33041.0 0.0 -439.4 -22.97 0.0 -6107.16 -5890.83 0.0 2906
140.6 -278.33 -1599.84 693.22 0.0 33409.0 0.0 -437.91 -42.81 0.0 -5841.51 -6154.32 0.0 2906
140.6 -280.25 -1600.09 693.22 0.0 33409.0 0.0 -436.08 -58.62 0.0 -5620.79 -6356.58 0.0 2906
140.61 -282.15 -1600.42 693.22 0.0 33409.0 0.0 -433.68 -74.35 0.0 -5620.79 -6356.58 0.0 2906
