0	2	1191	1185	1167	1184
0	3	1094	907	664	1126
1	3	1146	1002	1000	429
1	2	1225	1169	1207	108
1	0	388	239	435	1285
2	2	1124	1175	1137	790
2	3	940	984	1095	581
0	3	1178	838	1291	390
0	1	239	126	126	182
0	0	7	259	259	1210
0	2	121	1191	1207	1087
1	3	1146	1002	1008	222
1	2	1169	1226	1205	168
1	0	349	239	281	534
0	2	1077	1071	1095	1190
0	0	0	359	2	206
0	3	1178	1287	1291	883
0	2	1214	1210	1173	634
0	0	121	162	153	666
0	1	60	78	72	400
1	3	1174	1307	987	229
1	0	239	598	264	1139
1	2	1088	832	1087	706
1	1	41	54	54	523
2	3	1094	945	937	304
2	2	895	1025	1025	329
2	1	212	296	209	382
2	0	3	97	10	33
3	0	167	328	256	46
3	1	93	118	97	485
3	2	1200	1194	1220	1130
3	3	1088	1094	1070	636
0	2	1173	1042	1204	243
0	3	1266	1172	1165	178
0	2	1089	937	1041	230
0	3	1027	1124	1052	1245
0	0	1	7	32	1255
0	1	126	242	209	588
1	0	239	406	434	228
1	3	1034	1145	1070	708
1	2	1088	1077	1053	46
1	1	204	215	187	1287
2	3	850	939	96	443
2	2	1130	1124	1160	769
2	0	79	16	97	198
2	1	48	102	89	1114
0	3	1178	1274	1278	327
0	0	121	121	223	320
0	1	235	235	126	34
0	2	1089	1089	950	535
1	1	244	411	331	92
1	0	427	400	239	416
1	3	1313	1174	1216	1028
1	2	1175	1218	1199	1294
2	2	1124	1175	1137	347
2	3	946	1095	1020	243
0	3	1178	1287	1291	354
0	1	244	132	144	4
0	2	1089	1089	770	297
1	0	155	149	116	764
1	3	1145	1034	164	1260
1	1	244	286	325	942
1	2	934	1087	1132	1076
2	2	1124	1175	1137	405
2	3	1219	1230	1123	560
2	1	102	71	73	27
2	0	145	270	337	364
3	0	167	328	389	84
3	1	459	411	311	381
3	3	1205	1199	1205	836
0	2	1173	1167	1191	337
0	3	1178	1184	1285	54
0	0	358	39	165	127
0	1	77	515	74	652
1	2	1235	1169	1169	1196
1	0	239	400	431	339
1	1	215	253	198	343
1	3	1145	929	913	1097
2	3	1229	709	1129	603
0	2	1173	1232	1196	688
0	3	1281	1188	1178	175
0	1	132	245	125	0
0	0	3	1	93	377
1	0	171	137	135	1189
1	3	1145	705	626	1065
1	2	1088	838	958	312
1	1	244	777	274	1072
2	2	1124	1175	1137	437
2	0	178	276	275	264
2	3	1090	938	1094	154
2	1	54	102	66	495
3	0	119	10	1	989
3	1	118	97	91	539
3	2	250	958	1095	892
3	3	1052	1151	694	299
0	3	1094	1019	1046	1236
0	2	934	930	1089	449
0	0	164	127	153	510
0	1	77	511	70	16
1	0	239	406	357	565
1	2	1041	1088	1065	112
2	0	323	213	230	508
2	1	260	201	220	790
2	3	1094	936	1091	606
2	2	851	537	1025	649
3	3	1151	1026	1135	830
3	2	1095	1041	956	480
3	0	304	186	328	494
3	1	118	91	106	558
0	2	1228	1192	1173	1046
0	0	1	500	1	218
0	1	126	328	126	359
0	3	1172	1188	1172	315
0	2	1173	1224	1168	194
0	3	1178	1266	1283	213
0	0	127	313	166	219
0	1	245	239	126	978
1	1	375	520	243	252
1	3	1022	648	909	531
1	2	1234	1175	1031	51
1	0	245	382	251	874
2	2	1124	1175	1137	149
2	3	735	334	1091	283
2	0	341	145	145	451
2	1	430	212	212	424
0	3	1291	1287	1178	354
0	1	144	244	132	357
0	2	935	1089	1095	931
1	0	239	406	264	925
1	1	215	203	214	778
1	2	910	1088	918	443
1	3	121	1312	1303	274
2	3	1094	945	937	36
2	1	294	220	171	198
2	2	1026	897	909	648
2	0	12	4	97	333
3	1	303	411	193	307
3	2	728	1221	1200	502
3	3	1156	1299	1205	134
3	0	11	113	5	799
0	1	228	132	244	106
0	0	121	139	116	227
0	2	1167	1208	800	468
0	3	1124	1064	759	799
1	0	135	153	264	109
1	1	494	189	209	304
1	3	1058	1145	1143	890
1	2	1217	1227	1169	1113
2	3	1094	945	457	1137
2	2	1118	751	1154	352
2	0	262	279	213	950
2	1	96	70	38	1277
0	2	1207	1167	1226	233
0	3	1094	563	860	224
0	1	76	77	44	351
0	0	19	4	1	805
1	0	424	239	290	1281
1	3	1028	1052	1145	19
1	1	261	215	200	44
2	3	1094	945	937	159
2	0	13	91	122	825
2	1	212	206	287	1094
2	2	1026	895	742	661
0	3	1094	1019	1046	490
0	1	235	243	132	205
0	2	1059	1167	1212	266
1	3	1174	1303	1173	358
1	0	755	239	330	265
1	2	951	1088	1071	428
1	1	204	216	209	131
2	3	1094	945	937	381
2	2	973	1026	912	605
2	1	90	267	96	1286
2	0	145	151	336	698
3	2	968	954	1089	49
3	3	1151	830	1146	14
3	1	69	141	118	527
3	0	186	448	167	501
0	1	144	237	387	132
0	2	1059	1095	1042	653
0	0	110	155	1	204
1	3	1305	1186	1174	383
1	0	135	142	143	609
1	2	1088	898	623	129
1	1	568	81	225	1041
2	2	1124	1175	1137	389
2	0	145	262	307	216
2	1	290	220	205	254
2	3	1123	994	433	376
3	2	1095	952	1065	995
3	0	272	167	197	55
3	1	193	201	417	478
3	3	1211	1205	461	558
0	1	132	241	202	753
0	3	1124	826	669	241
0	0	121	170	146	101
0	2	782	729	1089	254
1	1	398	411	244	366
1	2	876	1029	1088	121
1	0	269	245	275	1135
2	3	1094	945	937	267
2	2	973	1026	1029	266
2	1	203	212	268	508
0	2	1208	1173	1192	11
0	3	1124	551	1046	248
0	0	147	146	127	220
0	1	245	144	132	206
0	3	1178	1177	1291	881
0	2	1167	1173	1158	357
1	3	1002	1146	578	300
1	0	136	148	310	120
1	1	250	274	339	591
1	2	1088	1122	928	1301
2	3	1094	945	937	1319
0	1	209	132	300	135
0	3	1270	1172	1284	261
0	0	247	175	127	304
0	2	1071	1083	1095	179
1	0	239	406	296	517
1	2	1035	1059	1088	954
1	3	1034	929	1146	1300
2	2	1124	1175	1137	924
2	3	1219	1230	1123	84
0	3	1019	1094	1070	157
0	2	1179	1185	1173	271
0	0	1	0	12	293
1	0	135	153	264	1161
1	1	494	189	209	1269
0	2	1173	1238	704	769
0	3	1024	1124	1011	371
0	1	66	58	77	275
0	0	189	194	1	1211
1	0	135	153	264	1227
1	1	494	189	209	889
1	3	1180	1312	770	524
0	3	1094	1019	1023	17
0	2	1169	1167	1192	213
0	1	126	244	239	351
1	1	216	198	188	988
1	0	60	142	712	505
1	2	1065	945	1087	831
1	3	613	1040	1145	275
2	3	1094	945	937	367
2	1	70	96	70	967
0	3	1286	1274	1178	352
0	2	1089	1035	921	176
0	1	144	243	132	224
0	0	2	0	6	305
1	0	239	406	434	228
1	1	512	244	374	35
1	3	1146	1145	1070	285
1	2	1020	1026	746	370
2	3	1094	945	937	313
2	0	273	213	354	280
2	1	96	74	84	250
2	2	985	1025	651	320
3	0	167	328	389	324
3	1	118	89	437	399
3	2	1194	1200	1222	720
3	3	765	1094	724	156
0	0	127	149	145	86
0	3	1094	1024	1022	1201
0	2	908	1089	1054	166
0	1	339	126	274	262
1	3	1146	1002	1008	717
1	2	1087	1030	1059	514
0	0	1	80	150	283
0	3	1008	1124	1124	0
0	2	1167	1244	843	480
0	1	244	230	132	600
1	3	1146	1002	1008	788
1	0	430	245	437	1310
1	2	1053	1035	1087	397
2	2	1124	1175	1137	270
2	3	1219	1230	1123	522
0	0	127	121	145	1092
0	2	1089	1035	885	990
0	1	126	241	244	12
1	1	198	216	210	799
1	0	136	144	181	726
1	2	623	1175	1231	1038
1	3	612	1028	1146	1016
2	2	1124	1175	1137	149
2	1	102	102	73	632
2	0	91	247	91	209
2	3	243	1094	667	191
0	3	1178	1287	1291	420
0	0	80	361	55	158
0	1	138	225	225	81
0	2	1173	1232	1244	333
0	3	1178	1274	1278	71
0	2	1200	1167	1185	159
0	0	173	18	20	187
0	1	77	231	184	10
0	3	1178	838	516	217
0	2	1173	1209	1227	49
0	3	1165	1178	189	237
0	2	1173	1156	1257	998
0	0	152	265	127	370
0	1	132	226	396	350
1	3	1146	1002	1008	51
1	2	1088	1077	1089	319
1	0	333	275	239	459
1	1	110	60	89	929
2	3	1094	861	1094	153
2	2	1154	1124	1016	529
2	1	56	235	96	326
2	0	97	165	123	12
0	0	127	121	145	543
0	2	1185	1191	1173	734
0	3	1178	1178	1281	47
0	1	132	132	240	551
1	3	570	1146	883	645
1	0	245	673	264	279
1	2	886	1088	357	201
0	2	1173	1167	1191	153
0	3	1178	1184	1285	313
0	1	77	234	72	1188
0	0	122	0	22	204
1	0	239	406	357	467
1	2	1029	1088	1077	715
1	3	539	1143	1146	515
1	1	399	250	262	576
2	2	1124	1175	1137	701
0	2	1173	1208	1204	106
0	3	1172	1271	1190	952
0	1	435	560	132	602
1	0	517	591	239	269
1	2	1199	1220	1175	469
1	3	1142	1146	1070	446
2	3	1094	945	937	789
2	2	1143	1177	1118	420
0	0	127	121	145	1191
0	1	240	126	144	126
0	3	672	1094	652	781
0	2	912	1089	935	187
1	2	842	914	1087	221
1	3	801	1058	1146	421
1	0	245	388	245	1235
1	1	205	215	205	121
2	2	1124	1175	1137	405
2	3	1147	1129	259	1116
2	0	85	14	97	1235
2	1	102	151	374	955
3	2	955	1089	1104	597
3	3	999	1151	1138	734
3	0	167	355	202	596
3	1	355	636	736	557
0	2	1173	1208	1204	210
0	3	1094	879	1025	357
