%# iteration evaluations sigma void void mean(1...dimension) (randomSeed=1620941652968, Thu May 13 16:34:13 CDT 2021)

0 0 0.2 0 0 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 0.05 
1 10 0.20479442066788983 0 0 -0.024852541300888868 -0.03608970244566796 0.13882655513284586 0.05091381950848125 -0.10207062382513342 0.13245596508057175 -0.3429161184423991 0.07619753305629531 0.05458831036035025 0.242062692191689 
2 20 0.22393886232394586 0 0 0.16916841602464736 0.0856005757703807 0.3258062794647689 0.11241512528775033 0.08220887808429825 0.19237908000639736 -0.5515348147856506 -0.026770647284097355 0.12260531739131866 0.34476041752672143 
3 30 0.22354060080194954 0 0 0.05205808823835967 0.05066075092557888 0.20172594252940573 0.22305647151203611 0.1602706607871244 0.029249065710244923 -0.4762297923219457 -0.10366294736351081 0.029925469130915684 0.47593286809102814 
4 40 0.23435410980323587 0 0 -0.07505395388556226 0.021868755727406132 -0.015222444294746115 0.26113331654605193 0.12534412988003474 0.2444565437793057 -0.5546122012654511 -0.04083953403288021 -0.11233118281385829 0.6792992691930404 
5 50 0.2460767238587127 0 0 -0.09471032883895193 0.05415580338566221 -0.1330721729199355 0.3483522487261514 0.06091876812166341 0.21371740563427527 -0.6819467318982989 -0.14292518669790838 -0.1092281423321859 0.8359434249070986 
6 60 0.23751001439194244 0 0 -0.11141457993805219 0.009923969044411863 -0.06150203306319596 0.004848439768068338 -0.08577561565276481 0.23671057723270683 -0.6059711078718174 -0.1380072314336688 0.07683342539294558 0.8045364238308632 
7 70 0.3948998717330208 0 0 -0.5168015659812398 0.18388875704582888 0.056293179591577806 0.06045142079735366 0.08258484875624332 0.27025617513519185 -1.0534046766710752 -0.2428023248855938 0.3789008049501827 1.1572237024098937 
8 80 0.44507486791490375 0 0 -0.2306188928102363 0.48447057017061307 -0.5261547877326544 -0.22055932783496224 0.3387194769343292 0.7518936065782447 -1.3022220940023683 -0.4273503565272848 0.30854564514744764 1.1021410935252942 
9 90 0.4823792944376767 0 0 -0.20685889969754745 0.45375584784674816 -0.7222653492004247 -0.32901390086219917 0.7187814706734923 0.8460537224501121 -1.494211532321545 -0.3478034324070254 0.22182116851283942 0.8702370935752993 
10 100 0.7619916692335162 0 0 -0.24250458221078056 0.01656295489964975 -0.2632625811861405 -0.6381233392022823 0.7557890146979903 0.909884185892619 -1.5734122949965375 -0.735258870813537 -0.30389328371509505 0.8237182462271737 
