0.40 -1298.40 -682.52 20.77 0 40304 0
0.44 -1298.40 -682.52 20.77 0 40304 0
0.48 -1298.40 -682.52 20.77 0 40304 0
0.52 -1298.40 -682.52 20.77 0 40304 0
0.56 -1298.40 -682.52 20.77 0 40304 0
0.60 -1298.40 -682.52 20.77 0 40304 0
0.63 -1298.40 -682.52 20.77 0 40304 0
0.67 -1298.40 -682.52 20.77 0 40304 0
0.71 -1298.40 -682.52 20.77 0 40304 0
0.75 -1298.40 -682.52 20.77 0 40304 0
0.79 -1298.40 -682.52 20.77 0 40304 0
0.83 -1298.40 -682.52 20.77 0 40304 0
0.87 -1298.40 -682.52 20.77 0 40304 0
0.90 -1298.40 -682.52 20.77 0 40304 0
0.94 -1298.40 -682.52 20.77 0 40304 0
0.98 -1298.40 -682.52 20.77 0 40304 0
1.02 -1298.40 -682.52 20.77 0 40304 0
1.06 -1298.40 -682.52 20.77 0 40304 0
1.10 -1298.40 -682.52 20.77 0 40304 0
1.14 -1298.40 -682.52 20.77 0 40304 0
1.17 -1298.40 -682.52 20.77 0 40304 0
1.21 -1298.40 -682.52 20.77 0 40304 0
1.25 -1298.40 -682.52 20.77 0 40304 0
1.29 -1298.40 -682.52 20.77 0 40304 0
1.33 -1298.40 -682.52 20.77 0 40304 0
1.37 -1298.40 -682.52 20.77 0 40304 0
1.41 -1298.40 -682.52 20.73 0 40304 0
1.45 -1298.40 -682.52 20.77 0 40304 0
1.48 -1298.40 -682.52 20.77 0 40304 0
1.52 -1298.40 -682.52 20.77 0 40304 0
1.56 -1298.40 -682.52 20.77 0 40304 0
1.60 -1298.40 -682.52 20.77 0 40304 0
1.64 -1298.40 -682.52 20.77 0 40304 0
1.68 -1298.40 -682.52 20.77 0 40304 0
1.71 -1298.40 -682.52 20.77 0 40304 0
1.75 -1298.40 -682.52 20.77 0 40304 0
1.79 -1298.40 -682.52 20.77 0 40304 0
1.83 -1298.40 -682.52 20.77 0 40304 0
1.86 -1298.40 -682.52 20.77 0 40304 0
1.90 -1298.40 -682.52 20.77 0 40304 0
1.94 -1298.40 -682.52 20.77 0 40304 0
1.98 -1298.40 -682.52 20.77 0 40304 0
2.01 -1298.40 -682.52 20.77 0 40304 0
2.05 -1298.40 -682.52 20.77 0 40304 0
2.09 -1298.40 -682.52 20.77 0 40304 0
2.13 -1298.40 -682.52 20.77 0 40304 0
2.16 -1298.40 -682.52 20.77 0 40304 0
2.20 -1298.40 -682.52 20.77 0 40304 0
2.24 -1298.40 -682.52 20.77 0 40304 0
2.28 -1298.40 -682.52 20.77 0 40304 0
2.31 -1298.40 -682.52 20.77 0 40304 0
2.36 -1298.40 -682.52 20.77 0 40304 0
2.40 -1298.40 -682.52 20.77 0 40304 0
2.44 -1298.40 -682.52 20.77 0 40304 0
2.47 -1298.40 -682.52 20.73 0 40304 0
2.51 -1298.40 -682.52 20.77 0 40304 0
2.55 -1298.40 -682.52 20.77 0 40304 0
2.59 -1298.40 -682.52 20.77 0 40304 0
2.62 -1298.40 -682.52 20.77 0 40304 0
2.66 -1300.88 -684.70 22.77 0 40304 0
2.70 -1306.33 -689.50 22.77 0 40304 0
2.74 -1314.00 -696.26 22.77 0 40304 0
2.78 -1323.94 -705.03 22.77 0 40304 0
2.81 -1336.17 -715.81 22.77 0 40304 65535
2.85 -1349.47 -727.53 22.33 0 40304 0
2.89 -1363.27 -739.69 22.11 0 40304 0
2.93 -1375.61 -750.57 21.63 0 40380 0
2.97 -1387.35 -761.41 21.02 0 41493 26
3.01 -1399.45 -773.97 20.20 0 41838 46
3.05 -1411.27 -787.45 19.06 0 42259 50
3.09 -1422.32 -800.94 19.06 0 42411 33
3.12 -1433.26 -814.03 36.04 0 42411 26
3.16 -1444.70 -827.76 49.18 0 42411 24
3.20 -1455.44 -840.79 59.61 0 42411 23
3.24 -1467.02 -854.83 67.04 0 42411 22
3.28 -1478.88 -869.28 73.04 0 42411 19
3.32 -1489.76 -882.62 77.02 0 42411 19
3.36 -1500.92 -896.36 79.68 0 42411 18
3.40 -1512.68 -910.89 80.92 0 42411 16
3.44 -1523.47 -924.30 80.51 0 42411 16
3.48 -1534.55 -938.12 78.66 0 42411 14
3.52 -1545.60 -951.95 75.32 0 42411 14
3.56 -1558.47 -968.11 69.67 0 42411 14
3.61 -1569.78 -982.37 62.86 0 42411 12
3.65 -1580.75 -996.26 54.72 0 42525 16
3.69 -1592.60 -1011.35 44.31 0 42908 27
3.73 -1601.64 -1023.01 34.92 0 43905 57
3.77 -1614.10 -1039.49 20.42 0 45080 93
3.81 -1625.61 -1055.44 4.62 0 46415 112
3.85 -1636.93 -1072.14 -13.48 0 48144 123
3.90 -1646.28 -1087.20 -31.11 0 48835 112
3.94 -1656.52 -1105.15 -53.35 0 50446 112
3.99 -1667.14 -1126.27 -81.17 0 52595 180
4.03 -1674.04 -1142.62 -104.11 0 54046 112
4.08 -1671.78 -1153.06 -112.88 0 55153 112
4.12 -1676.76 -1177.79 -108.44 0 56074 112
4.16 -1672.11 -1197.63 -106.22 0 57600 112
4.21 -1661.75 -1214.61 -105.11 0 59380 112
4.25 -1647.10 -1228.95 -104.55 0 61136 112
4.29 -1632.95 -1237.79 -104.27 0 61750 146
4.33 -1613.45 -1246.74 -104.13 0 62786 112
4.38 -1592.13 -1252.02 -104.13 0 63400 112
4.42 -1573.67 -1257.14 -107.50 0 63783 88
4.47 -1553.33 -1261.27 -113.15 0 64089 63
4.52 -1533.41 -1265.12 -117.65 0 64204 47
4.56 -1512.11 -1269.36 -123.37 0 64204 48
4.60 -1497.58 -1272.21 -128.56 0 64242 60
4.65 -1475.56 -1276.51 -137.56 0 64546 52
4.69 -1455.44 -1280.20 -148.78 0 64622 55
4.74 -1435.56 -1283.80 -160.68 0 64809 61
4.78 -1415.66 -1287.24 -174.51 0 64885 56
4.83 -1395.73 -1290.52 -190.27 0 64885 56
4.88 -1372.85 -1294.08 -210.58 0 401 96
4.92 -1352.34 -1296.87 -231.05 0 1285 123
4.97 -1333.24 -1299.02 -251.92 0 2129 112
5.01 -1314.09 -1300.71 -274.50 0 2896 112
5.06 -1295.40 -1301.84 -298.17 0 3701 112
5.10 -1273.22 -1302.54 -328.16 0 4353 146
5.14 -1256.46 -1302.44 -352.66 0 4889 101
5.19 -1235.77 -1301.77 -384.43 0 5349 101
5.23 -1215.10 -1300.38 -418.28 0 5655 101
5.27 -1198.91 -1298.71 -446.51 0 5846 112
