329.19 -1331.46 -139.43 771.85 0.0 10896.0 0.0 2232
329.31 -1323.85 -164.61 771.85 0.0 10896.0 0.0 2232
329.35 -1321.08 -174.39 771.85 0.0 10896.0 0.0 2232
329.4 -1322.52 -168.68 771.85 0.0 10896.0 0.0 2232
329.44 -1326.22 -154.59 771.85 0.0 10896.0 0.0 2232
329.48 -1329.74 -141.23 771.85 0.0 10896.0 0.0 2232
329.52 -1333.51 -126.94 771.85 0.0 10896.0 0.0 2232
329.58 -1340.09 -102.14 771.85 0.0 10896.0 0.0 2232
329.62 -1344.93 -83.9 771.85 0.0 10896.0 0.0 2232
329.67 -1349.77 -65.65 771.85 0.0 10896.0 0.0 2271
329.71 -1355.23 -45.07 771.85 0.0 10896.0 0.0 2271
329.75 -1359.45 -29.16 771.85 0.0 10896.0 0.0 2271
329.8 -1365.15 -7.64 771.85 0.0 10896.0 0.0 2271
329.84 -1369.87 10.13 771.85 0.0 10896.0 0.0 2231
329.88 -1373.84 25.1 771.85 0.0 10896.0 0.0 2231
329.93 -1379.55 46.62 771.85 0.0 10896.0 0.0 2231
329.98 -1385.63 69.55 771.85 0.0 10896.0 0.0 2231
330.02 -1389.16 82.88 771.85 0.0 10896.0 0.0 2231
330.06 -1393.94 100.89 771.85 0.0 10896.0 0.0 2231
330.1 -1397.78 115.4 771.85 0.0 10896.0 0.0 2231
330.14 -1403.86 138.32 771.85 0.0 10896.0 0.0 2231
330.19 -1408.08 154.22 771.85 0.0 10896.0 0.0 2247
330.26 -1418.01 191.65 771.85 0.0 10896.0 0.0 2247
330.33 -1426.88 225.1 771.85 0.0 10896.0 0.0 2247
330.37 -1429.76 235.98 771.85 0.0 10896.0 0.0 2247
330.41 -1433.19 248.9 771.85 0.0 10896.0 0.0 2247
330.48 -1444.09 289.98 771.85 0.0 9361.0 0.0 2247
330.52 -1445.5 301.03 771.85 0.0 7783.0 65406.0 2247
330.59 -1444.45 337.57 771.85 0.0 6163.0 65328.0 2247
330.64 -1441.16 352.6 771.85 0.0 5656.0 65307.0 2247
330.68 -1435.88 372.84 771.85 0.0 5529.0 65316.0 2247
330.73 -1428.85 391.76 771.85 0.0 5402.0 65404.0 2247
330.77 -1424.61 407.17 771.85 0.0 5275.0 65457.0 2247
330.81 -1420.13 423.02 771.85 0.0 5594.0 65475.0 2247
330.86 -1415.34 441.78 771.85 0.0 5594.0 0.0 2247
330.9 -1410.32 461.48 771.85 0.0 5594.0 0.0 2247
330.94 -1406.74 475.55 771.85 0.0 5594.0 0.0 2247
330.98 -1401.37 496.65 771.85 0.0 5594.0 0.0 2247
331.03 -1395.63 519.17 771.85 0.0 5594.0 0.0 2247
331.07 -1392.17 532.77 771.85 0.0 5594.0 0.0 2247
331.11 -1387.51 551.06 771.85 0.0 5594.0 0.0 2247
331.18 -1378.02 588.35 771.85 0.0 5594.0 0.0 2247
331.22 -1374.71 601.37 771.85 0.0 5594.0 0.0 2247
331.26 -1371.39 614.38 771.85 0.0 5594.0 0.0 2247
331.3 -1366.86 632.21 771.85 0.0 5594.0 0.0 2247
331.38 -1356.71 672.07 771.85 0.0 5594.0 0.0 2247
331.46 -1347.16 709.6 771.85 0.0 5594.0 0.0 2247
331.5 -1344.41 720.39 771.85 0.0 5594.0 0.0 2247
331.53 -1341.07 733.52 771.85 0.0 5594.0 0.0 2247
331.61 -1331.75 770.1 771.85 0.0 5594.0 0.0 2247
331.68 -1323.4 802.94 771.85 0.0 5594.0 0.0 2170
331.71 -1320.83 813.02 771.85 0.0 5594.0 0.0 2170
331.78 -1312.26 846.67 771.85 0.0 5594.0 0.0 2170
331.82 -1309.53 857.4 771.85 0.0 5339.0 0.0 2170
331.86 -1305.9 870.68 771.85 0.0 4205.0 65509.0 2170
331.93 -1290.38 905.82 771.85 0.0 836.0 65363.0 2170
331.97 -1280.51 918.27 771.85 0.0 64927.0 65292.0 2170
332.03 -1263.82 933.9 771.85 0.0 63791.0 65231.0 2170
332.08 -1243.34 948.48 771.85 0.0 63283.0 65213.0 2170
332.13 -1226.52 958.44 771.85 0.0 63092.0 65326.0 2170
332.17 -1206.87 967.79 771.85 0.0 62500.0 65397.0 2170
332.23 -1182.96 980.71 771.85 0.0 61827.0 65377.0 2170
332.29 -1158.11 991.77 771.85 0.0 61105.0 65364.0 2170
332.36 -1128.05 1003.43 771.85 0.0 60722.0 65326.0 2170
332.41 -1106.09 1009.26 771.85 0.0 60232.0 65413.0 2170
332.49 -1070.03 1019.67 771.85 0.0 59536.0 65381.0 2170
332.54 -1049.44 1023.84 771.85 0.0 58997.0 65402.0 2170
332.6 -1022.58 1026.58 771.85 0.0 58363.0 65386.0 2170
332.65 -1002.59 1028.81 771.85 0.0 57688.0 65400.0 2170
332.72 -972.63 1029.88 771.85 0.0 56890.0 65355.0 2170
332.78 -943.49 1026.84 771.85 0.0 55934.0 65351.0 2156
332.84 -920.89 1022.93 771.85 0.0 55107.0 65338.0 2156
332.9 -890.58 1015.77 771.85 0.0 54256.0 65319.0 2156
332.96 -863.82 1006.65 771.85 0.0 53564.0 65321.0 2156
333.04 -832.05 994.72 771.85 0.0 52664.0 65330.0 2156
333.09 -811.59 984.42 771.85 0.0 52345.0 65344.0 2156
333.16 -783.42 969.03 771.85 0.0 51552.0 65388.0 2156
333.22 -763.76 954.08 771.85 0.0 50745.0 65373.0 2156
333.29 -739.45 935.44 771.85 0.0 49879.0 65343.0 2156
333.35 -734.67 906.29 771.85 0.0 49263.0 64905.0 2156
333.41 -736.39 878.6 771.85 0.0 48688.0 64939.0 2156
333.47 -740.18 847.9 771.85 0.0 47979.0 64929.0 2156
333.52 -742.19 827.22 794.62 0.0 47916.0 65175.0 2156
333.58 -743.07 795.97 813.37 0.0 47853.0 17.0 2156
333.64 -744.48 772.15 824.55 0.0 47853.0 65190.0 2156
333.69 -744.74 744.52 830.78 0.0 47853.0 65202.0 2154
