0.41 1538.41 319.67 -846.15 0 49080 0
0.45 1538.41 319.67 -846.15 0 49080 0
0.48 1538.41 319.67 -846.15 0 49080 0
0.52 1538.41 319.67 -846.15 0 49080 0
0.56 1538.41 319.67 -846.15 0 49080 0
0.60 1538.41 319.67 -846.15 0 49080 0
0.63 1538.41 319.67 -846.15 0 49080 0
0.67 1538.41 319.67 -846.15 0 49080 0
0.71 1538.41 319.67 -846.15 0 49080 0
0.75 1538.41 319.67 -846.15 0 49080 0
0.78 1538.41 319.67 -846.15 0 49080 0
0.82 1538.41 319.67 -846.15 0 49080 0
0.86 1538.41 319.67 -846.15 0 49080 0
0.90 1538.41 319.67 -846.15 0 49080 0
0.93 1538.41 319.67 -846.15 0 49080 0
0.97 1538.41 319.67 -846.15 0 49080 0
1.01 1538.41 319.67 -846.15 0 49080 0
1.05 1538.41 319.67 -846.15 0 49080 0
1.09 1538.41 319.67 -846.15 0 49080 0
1.12 1538.41 319.67 -846.15 0 49080 0
1.16 1538.41 319.67 -846.15 0 49080 0
1.20 1538.41 319.67 -846.15 0 49080 0
1.24 1538.41 319.67 -846.15 0 49080 0
1.28 1538.41 319.67 -846.15 0 49080 0
1.32 1538.41 319.67 -846.15 0 49080 0
1.36 1538.41 319.67 -846.15 0 49080 0
1.40 1538.41 319.67 -846.15 0 49080 0
1.43 1538.41 319.67 -846.19 0 49080 0
1.47 1538.41 319.67 -846.15 0 49080 0
1.51 1538.41 319.67 -846.15 0 49080 0
1.55 1538.41 319.67 -846.15 0 49080 0
1.59 1538.41 319.67 -846.15 0 49080 0
1.62 1538.41 319.67 -846.15 0 49080 0
1.66 1538.41 319.67 -846.15 0 49080 0
1.70 1538.41 319.67 -846.15 0 49080 0
1.74 1538.41 319.67 -846.15 0 49080 0
1.78 1538.41 319.67 -846.15 0 49080 0
1.82 1538.41 319.67 -846.15 0 49080 0
1.86 1538.41 319.67 -846.15 0 49080 0
1.89 1538.41 319.67 -846.15 0 49080 0
1.93 1538.41 319.67 -846.15 0 49080 0
1.97 1538.41 319.67 -846.15 0 49080 0
2.01 1538.41 319.67 -846.15 0 49080 0
2.05 1538.41 319.67 -846.15 0 49080 0
2.08 1538.41 319.67 -846.15 0 49080 0
2.12 1538.41 319.67 -846.15 0 49080 0
2.16 1538.41 319.67 -846.15 0 49080 0
2.20 1538.41 319.67 -846.15 0 49080 0
2.24 1538.41 319.67 -846.15 0 49080 0
2.27 1538.41 319.67 -846.15 0 49080 0
2.31 1538.41 319.67 -846.15 0 49080 0
2.35 1538.41 319.67 -846.15 0 49080 0
2.39 1538.41 319.67 -846.15 0 49080 0
2.42 1538.41 319.67 -846.15 0 49080 0
2.46 1538.41 319.67 -846.15 0 49080 0
2.50 1538.41 319.67 -846.19 0 49080 0
2.54 1538.41 319.67 -846.15 0 49080 0
2.57 1538.41 319.67 -846.15 0 49080 0
2.61 1538.41 319.67 -846.15 0 49080 0
2.65 1538.41 319.67 -846.15 0 49080 0
2.69 1538.41 319.67 -846.15 0 49080 0
2.73 1538.41 319.67 -846.15 0 49080 0
2.76 1538.41 319.67 -846.15 0 49080 0
2.80 1538.41 319.67 -846.15 0 49080 0
2.84 1538.41 319.67 -846.15 0 49080 0
2.88 1538.41 319.67 -846.15 0 49080 0
2.92 1538.41 319.67 -846.15 0 49080 0
2.95 1538.41 319.67 -846.15 0 49080 0
2.99 1538.41 319.67 -846.15 0 49080 0
3.03 1538.41 319.67 -846.15 0 49080 0
3.07 1538.41 319.67 -846.15 0 49080 0
3.11 1538.41 319.67 -846.15 0 49080 0
3.15 1538.41 319.67 -846.15 0 49080 0
3.19 1538.41 319.67 -846.15 0 49080 0
3.22 1538.41 319.67 -846.15 0 49080 0
3.26 1538.41 319.67 -846.15 0 49080 0
3.30 1538.41 319.67 -846.15 0 49080 0
3.34 1538.41 319.67 -846.15 0 49080 0
3.37 1538.41 319.67 -846.15 0 49080 0
3.41 1538.41 319.67 -846.15 0 49080 0
3.45 1538.41 319.67 -846.15 0 49080 0
3.49 1538.39 317.26 -844.15 0 49080 0
3.53 1538.35 310.67 -844.15 0 49080 0
3.56 1538.29 301.65 -844.15 0 49080 0
3.60 1538.20 288.91 -844.15 0 49080 0
3.64 1538.09 273.36 -844.15 0 49080 0
3.68 1537.96 254.77 -844.15 0 49080 0
3.72 1537.84 237.81 -844.15 0 49080 0
3.76 1537.73 221.84 -844.15 0 49080 0
3.80 1537.60 202.48 -844.15 0 49080 0
3.83 1537.49 186.51 -844.15 0 49080 0
3.87 1537.36 168.60 -844.15 0 49080 0
3.91 1537.26 153.11 -844.15 0 49080 0
3.95 1537.14 135.69 -844.15 0 49080 0
3.99 1537.01 117.78 -844.15 0 49080 0
4.03 1536.89 100.36 -844.15 0 49080 0
4.07 1536.77 82.93 -844.15 0 49080 0
4.11 1536.65 65.51 -844.15 0 49080 0
4.15 1536.53 48.08 -844.15 0 49080 0
4.19 1536.43 32.60 -844.15 0 49080 0
4.22 1536.30 14.21 -844.14 0 49080 0
4.26 1536.18 -0.56 -836.26 0 49080 0
4.30 1536.07 -15.44 -828.38 0 49080 0
4.34 1535.95 -32.32 -819.33 0 49080 0
4.38 1535.82 -50.08 -809.83 0 49080 0
4.42 1535.71 -67.32 -800.66 0 49080 0
4.46 1535.59 -84.03 -791.77 0 49080 0
